Tree ID,Species Name,DBH,Structural Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits",xCoordinate,yCoordinate,Comments
,,(in),($),(lb),($),(lb/yr),($/yr),(ft³/yr),($/yr),(lb/yr),($/yr),(oz/yr),($/yr),($/yr),($/yr),,,
8227,Silver linden,1.80,57.09,3.20,0.21,0.70,0.04,1.70,0.11,N/A,N/A,0.80,0.08,N/A,0.24,42.78,-86.12,
8228,Silver maple,44.00,8948.75,7302.60,473.67,53.60,3.47,94.10,6.29,N/A,N/A,43.30,4.79,N/A,14.55,42.79,-86.11,
8229,Silver maple,26.10,3868.27,2457.00,159.37,29.10,1.89,51.80,3.46,N/A,N/A,23.80,2.64,N/A,7.99,42.79,-86.12,
8230,Silver maple,30.30,4978.87,3353.50,217.52,34.60,2.24,61.10,4.09,N/A,N/A,28.10,3.11,N/A,9.44,42.79,-86.12,
8231,Silver maple,24.50,3453.37,2154.40,139.74,27.10,1.75,48.10,3.22,N/A,N/A,22.10,2.45,N/A,7.42,42.79,-86.12,
8232,Silver maple,33.40,5948.99,4112.50,266.75,38.80,2.52,68.50,4.58,N/A,N/A,31.50,3.48,N/A,10.57,42.79,-86.09,
8233,Silver maple,27.80,4337.85,2802.80,181.80,31.30,2.03,55.60,3.72,N/A,N/A,25.60,2.83,N/A,8.58,42.79,-86.09,
8234,Silver maple,2.20,32.63,14.10,0.92,1.80,0.12,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.43,42.78,-86.11,
8235,Silver maple,2.20,32.63,14.10,0.92,1.80,0.12,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.43,42.78,-86.11,
8236,Silver maple,2.30,32.63,15.40,1.00,1.90,0.12,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.44,42.78,-86.11,
8237,Silver maple,3.10,49.29,28.80,1.87,2.60,0.17,4.00,0.27,N/A,N/A,1.90,0.21,N/A,0.65,42.78,-86.11,
8238,Silver maple,6.80,237.19,148.10,9.61,6.30,0.41,12.60,0.84,N/A,N/A,5.80,0.64,N/A,1.89,42.78,-86.10,
8239,Silver maple,24.50,3453.37,2151.60,139.56,27.00,1.75,48.10,3.22,N/A,N/A,22.10,2.45,N/A,7.42,42.78,-86.10,
8240,Silver maple,10.10,900.02,338.60,21.96,9.80,0.64,21.70,1.45,N/A,N/A,10.00,1.10,N/A,3.19,42.79,-86.05,
8241,Silver maple,11.50,1054.99,444.10,28.80,11.40,0.74,25.20,1.68,N/A,N/A,11.60,1.28,N/A,3.70,42.79,-86.05,
8242,Silver maple,10.60,953.06,374.70,24.30,10.40,0.67,23.00,1.54,N/A,N/A,10.60,1.17,N/A,3.38,42.79,-86.05,
8243,Silver maple,11.70,1078.77,460.60,29.88,11.60,0.75,25.70,1.72,N/A,N/A,11.80,1.31,N/A,3.78,42.79,-86.05,
8244,Silver maple,12.70,1203.81,546.60,35.45,12.70,0.83,27.90,1.86,N/A,N/A,12.80,1.42,N/A,4.11,42.79,-86.05,
8245,Silver maple,12.00,1115.21,485.20,31.47,11.90,0.77,26.40,1.76,N/A,N/A,12.10,1.34,N/A,3.88,42.79,-86.05,
8246,Silver maple,2.00,32.63,11.50,0.75,1.60,0.11,2.30,0.15,N/A,N/A,1.00,0.11,N/A,0.37,42.79,-86.05,
8247,Silver maple,1.80,32.63,9.30,0.60,1.50,0.10,2.00,0.13,N/A,N/A,0.90,0.10,N/A,0.33,42.79,-86.05,
8248,Silver maple,5.60,160.71,98.70,6.40,5.10,0.33,9.50,0.63,N/A,N/A,4.40,0.48,N/A,1.45,42.79,-86.05,
8249,Silver maple,4.80,118.18,71.70,4.65,4.30,0.28,7.50,0.50,N/A,N/A,3.50,0.38,N/A,1.17,42.79,-86.05,
8250,Silver maple,11.60,1066.83,452.30,29.34,11.50,0.75,25.50,1.70,N/A,N/A,11.70,1.30,N/A,3.75,42.79,-86.05,
8251,Silver maple,18.10,2056.16,1144.80,74.26,19.10,1.24,34.20,2.29,N/A,N/A,15.70,1.74,N/A,5.26,42.79,-86.06,
8252,Silver maple,2.60,34.68,19.90,1.29,2.20,0.14,3.20,0.21,N/A,N/A,1.50,0.16,N/A,0.52,42.79,-86.06,
8253,Silver maple,31.30,5296.40,3588.90,232.79,35.90,2.33,63.40,4.24,N/A,N/A,29.20,3.23,N/A,9.80,42.79,-86.06,
8254,Silver maple,6.30,203.59,126.50,8.20,5.80,0.38,11.30,0.75,N/A,N/A,5.20,0.57,N/A,1.70,42.79,-86.06,
8255,Silver maple,2.30,32.63,15.40,1.00,1.90,0.12,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.44,42.79,-86.06,
8256,Silver maple,7.20,642.91,167.00,10.84,6.70,0.44,13.70,0.92,N/A,N/A,6.30,0.70,N/A,2.05,42.79,-86.06,
8257,Silver maple,9.30,820.48,285.20,18.50,9.00,0.58,19.60,1.31,N/A,N/A,9.00,1.00,N/A,2.88,42.79,-86.06,
8258,Silver maple,9.30,820.48,285.20,18.50,9.00,0.58,19.60,1.31,N/A,N/A,9.00,1.00,N/A,2.88,42.79,-86.06,
8259,Silver maple,9.30,820.48,285.20,18.50,9.00,0.58,19.60,1.31,N/A,N/A,9.00,1.00,N/A,2.88,42.79,-86.06,
8260,Silver maple,7.90,697.08,202.60,13.14,7.40,0.48,15.60,1.04,N/A,N/A,7.20,0.79,N/A,2.32,42.79,-86.06,
8261,Silver maple,12.10,1127.56,493.80,32.03,12.10,0.78,26.60,1.78,N/A,N/A,12.30,1.36,N/A,3.92,42.79,-86.06,
8262,Silver maple,40.90,8122.28,6273.60,406.93,49.20,3.19,85.90,5.74,N/A,N/A,39.50,4.37,N/A,13.30,42.79,-86.06,
8263,Silver maple,42.60,8580.71,6831.30,443.10,51.60,3.35,90.90,6.08,N/A,N/A,41.80,4.63,N/A,14.05,42.79,-86.07,
8264,Silver maple,33.40,5948.99,4112.50,266.75,38.80,2.52,68.20,4.56,N/A,N/A,31.40,3.47,N/A,10.54,42.80,-86.05,
8265,Silver maple,22.60,2994.76,1818.00,117.92,24.60,1.60,43.90,2.94,N/A,N/A,20.20,2.24,N/A,6.77,42.80,-86.05,
8266,Silver maple,36.10,6759.70,4833.00,313.49,42.40,2.75,74.50,4.98,N/A,N/A,34.30,3.79,N/A,11.53,42.80,-86.05,
8267,Silver maple,27.50,4252.83,2738.30,177.61,30.90,2.00,54.90,3.67,N/A,N/A,25.30,2.79,N/A,8.47,42.80,-86.06,
8268,Silver maple,38.00,7311.10,5379.90,348.96,45.10,2.92,79.10,5.29,N/A,N/A,36.40,4.02,N/A,12.23,42.80,-86.05,
8269,Silver maple,13.00,1243.33,573.70,37.21,13.10,0.85,28.50,1.90,N/A,N/A,13.10,1.45,N/A,4.20,42.78,-86.11,
8270,Silver maple,32.40,5640.64,3857.90,250.24,37.40,2.43,66.10,4.42,N/A,N/A,30.40,3.36,N/A,10.20,42.78,-86.11,
8271,Silver maple,43.20,8739.49,7030.10,456.00,52.40,3.40,91.40,6.11,N/A,N/A,42.00,4.65,N/A,14.16,42.78,-86.11,
8272,Silver maple,34.30,6222.77,4345.40,281.86,40.00,2.59,70.40,4.70,N/A,N/A,32.40,3.58,N/A,10.88,42.78,-86.11,
8273,Silver maple,33.90,6101.53,4241.00,275.09,39.50,2.56,69.50,4.65,N/A,N/A,32.00,3.54,N/A,10.75,42.78,-86.12,
8274,Silver maple,25.00,3580.20,2246.70,145.73,27.70,1.80,49.30,3.29,N/A,N/A,22.70,2.51,N/A,7.60,42.78,-86.12,
8275,Silver maple,29.30,4776.78,3127.20,202.84,33.30,2.16,58.90,3.93,N/A,N/A,27.10,2.99,N/A,9.09,42.78,-86.12,
8276,Silver maple,39.50,7735.27,5835.50,378.52,47.20,3.06,82.60,5.52,N/A,N/A,38.00,4.20,N/A,12.79,42.78,-86.12,
8277,Silver maple,47.00,9708.55,8383.10,543.76,57.90,3.76,101.50,6.79,N/A,N/A,46.70,5.17,N/A,15.71,42.78,-86.12,
8278,Silver maple,20.20,2468.34,1438.20,93.28,21.60,1.40,38.70,2.59,N/A,N/A,17.80,1.97,N/A,5.96,42.78,-86.12,
8279,Silver maple,28.80,4627.91,3015.60,195.60,32.60,2.11,57.90,3.87,N/A,N/A,26.60,2.94,N/A,8.93,42.78,-86.12,
8280,Silver maple,17.20,1893.35,1028.10,66.69,18.00,1.17,32.30,2.16,N/A,N/A,14.90,1.64,N/A,4.97,42.78,-86.12,
8281,Silver maple,26.10,3868.27,2457.00,159.37,29.10,1.89,51.80,3.46,N/A,N/A,23.80,2.64,N/A,7.99,42.78,-86.12,
8282,Silver maple,28.10,4423.79,2864.70,185.81,31.70,2.05,56.10,3.75,N/A,N/A,25.80,2.86,N/A,8.66,42.78,-86.12,
8283,Silver maple,24.80,3529.16,2210.70,143.39,27.40,1.78,49.10,3.28,N/A,N/A,22.60,2.50,N/A,7.55,42.78,-86.12,
8284,Silver maple,26.00,3841.57,2438.00,158.14,29.00,1.88,51.60,3.45,N/A,N/A,23.70,2.62,N/A,7.95,42.78,-86.12,
8285,Silver maple,13.70,1339.11,640.00,41.51,13.90,0.90,29.80,1.99,N/A,N/A,13.70,1.52,N/A,4.41,42.78,-86.12,
8286,Silver maple,39.50,7735.27,5835.50,378.52,47.20,3.06,82.60,5.52,N/A,N/A,38.00,4.20,N/A,12.79,42.78,-86.12,
8287,Silver maple,29.90,4958.81,3263.50,211.68,34.10,2.21,60.40,4.03,N/A,N/A,27.80,3.07,N/A,9.32,42.78,-86.12,
8288,Silver maple,30.40,5010.82,3376.30,219.00,34.70,2.25,61.40,4.10,N/A,N/A,28.20,3.12,N/A,9.48,42.78,-86.12,
8289,Silver maple,34.80,6373.34,4477.90,290.45,40.70,2.64,71.50,4.78,N/A,N/A,32.90,3.64,N/A,11.05,42.78,-86.12,
8290,Silver maple,1.40,32.63,5.50,0.35,1.10,0.07,1.50,0.10,N/A,N/A,0.70,0.07,N/A,0.24,42.78,-86.12,
8291,Silver maple,40.70,8067.52,6209.00,402.74,48.90,3.17,85.30,5.70,N/A,N/A,39.20,4.34,N/A,13.21,42.77,-86.12,
8292,Silver maple,41.70,8339.58,6535.80,423.93,50.30,3.26,88.80,5.93,N/A,N/A,40.80,4.52,N/A,13.71,42.78,-86.12,
8293,Silver maple,32.80,5764.50,3956.80,256.65,37.90,2.46,66.90,4.47,N/A,N/A,30.70,3.40,N/A,10.33,42.78,-86.11,
8294,Silver maple,2.50,32.63,18.50,1.20,2.10,0.14,3.10,0.21,N/A,N/A,1.40,0.16,N/A,0.50,42.77,-86.12,
8295,Silver maple,24.40,3428.31,2134.00,138.42,26.90,1.74,47.90,3.20,N/A,N/A,22.00,2.44,N/A,7.39,42.77,-86.12,
8296,Silver maple,21.90,2835.12,1702.80,110.45,23.70,1.54,42.40,2.84,N/A,N/A,19.50,2.16,N/A,6.54,42.77,-86.12,
8297,Silver maple,20.90,2615.78,1543.00,100.09,22.50,1.46,40.10,2.68,N/A,N/A,18.50,2.04,N/A,6.18,42.77,-86.12,
8298,Silver maple,25.50,3709.60,2341.20,151.86,28.30,1.84,50.40,3.37,N/A,N/A,23.20,2.57,N/A,7.77,42.77,-86.12,
8299,Silver maple,1.70,32.63,8.30,0.54,1.40,0.09,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.31,42.77,-86.12,
8300,Silver maple,1.10,32.63,3.30,0.21,0.90,0.06,1.10,0.07,N/A,N/A,0.50,0.06,N/A,0.19,42.77,-86.12,
8301,Silver maple,22.80,3041.29,1852.80,120.18,24.90,1.61,44.40,2.97,N/A,N/A,20.40,2.26,N/A,6.84,42.77,-86.12,
8302,Silver maple,23.20,3133.94,1917.50,124.38,25.30,1.64,45.20,3.02,N/A,N/A,20.80,2.30,N/A,6.97,42.77,-86.13,
8303,Silver maple,48.80,10145.55,9070.80,588.37,60.60,3.93,105.90,7.08,N/A,N/A,48.70,5.39,N/A,16.39,42.77,-86.13,
8304,Silver maple,23.60,3231.52,1988.00,128.95,25.90,1.68,46.10,3.08,N/A,N/A,21.20,2.35,N/A,7.11,42.78,-86.11,
8305,Silver maple,34.60,6313.24,4419.70,286.68,40.40,2.62,70.90,4.74,N/A,N/A,32.60,3.61,N/A,10.97,42.78,-86.11,
8306,Silver maple,26.70,4030.62,2575.90,167.08,29.90,1.94,53.00,3.54,N/A,N/A,24.40,2.70,N/A,8.18,42.78,-86.11,
8307,Silver maple,44.80,9155.21,7588.30,492.21,54.70,3.55,96.30,6.44,N/A,N/A,44.30,4.90,N/A,14.89,42.78,-86.11,
8308,Silver maple,29.10,4716.92,3080.10,199.79,33.00,2.14,58.40,3.90,N/A,N/A,26.80,2.97,N/A,9.01,42.78,-86.11,
8309,Silver maple,33.90,6101.53,4241.00,275.09,39.50,2.56,69.50,4.65,N/A,N/A,32.00,3.54,N/A,10.75,42.78,-86.11,
8310,Silver maple,21.60,2768.24,1654.40,107.31,23.40,1.52,41.80,2.79,N/A,N/A,19.20,2.13,N/A,6.44,42.78,-86.11,
8311,Silver maple,27.30,4196.66,2701.30,175.22,30.70,1.99,54.40,3.64,N/A,N/A,25.00,2.77,N/A,8.40,42.78,-86.11,
8312,Silver maple,28.30,4481.59,2906.30,188.52,31.90,2.07,56.60,3.78,N/A,N/A,26.00,2.88,N/A,8.74,42.78,-86.11,
8313,Silver maple,24.90,3554.63,2228.60,144.56,27.60,1.79,49.30,3.29,N/A,N/A,22.70,2.51,N/A,7.59,42.78,-86.11,
8314,Silver maple,22.80,3041.29,1852.80,120.18,24.90,1.61,44.60,2.98,N/A,N/A,20.50,2.27,N/A,6.86,42.78,-86.11,
8315,Silver maple,33.20,5887.67,4061.80,263.46,38.50,2.50,67.90,4.54,N/A,N/A,31.20,3.46,N/A,10.49,42.78,-86.11,
8316,Silver maple,33.80,6071.11,4215.10,273.41,39.30,2.55,69.30,4.63,N/A,N/A,31.90,3.52,N/A,10.71,42.78,-86.11,
8317,Silver maple,34.00,6131.90,4266.90,276.77,39.60,2.57,69.80,4.67,N/A,N/A,32.10,3.55,N/A,10.79,42.78,-86.11,
8318,Silver maple,24.90,3554.63,2225.80,144.37,27.50,1.79,49.10,3.28,N/A,N/A,22.60,2.50,N/A,7.56,42.78,-86.11,
8319,Silver maple,36.90,6993.80,5059.20,328.16,43.60,2.82,76.20,5.09,N/A,N/A,35.10,3.88,N/A,11.80,42.78,-86.11,
8320,Silver maple,38.10,7339.69,5409.70,350.89,45.20,2.93,79.40,5.31,N/A,N/A,36.50,4.04,N/A,12.28,42.78,-86.11,
8321,Silver maple,38.40,7425.17,5499.40,356.71,45.60,2.96,80.00,5.34,N/A,N/A,36.80,4.07,N/A,12.37,42.78,-86.11,
8322,Silver maple,39.30,7679.28,5773.60,374.50,46.90,3.04,82.00,5.48,N/A,N/A,37.70,4.17,N/A,12.70,42.78,-86.11,
8323,Silver maple,53.10,11132.15,10819.00,701.76,67.00,4.34,116.60,7.79,N/A,N/A,53.60,5.93,N/A,18.07,42.77,-86.12,
8324,Silver maple,33.50,5979.59,4138.00,268.41,38.90,2.52,68.50,4.58,N/A,N/A,31.50,3.48,N/A,10.58,42.77,-86.12,
8325,Silver maple,24.80,3529.16,2207.80,143.21,27.40,1.78,48.80,3.26,N/A,N/A,22.50,2.48,N/A,7.53,42.77,-86.12,
8326,Silver maple,37.30,7109.79,5174.50,335.64,44.10,2.86,77.40,5.17,N/A,N/A,35.60,3.94,N/A,11.97,42.77,-86.12,
8327,Silver maple,45.60,9358.87,7872.80,510.66,55.90,3.63,97.90,6.55,N/A,N/A,45.00,4.98,N/A,15.16,42.78,-86.11,
8328,Silver maple,32.60,5702.66,3911.60,253.72,37.70,2.45,66.60,4.45,N/A,N/A,30.60,3.39,N/A,10.28,42.78,-86.11,
8329,Silver maple,35.00,6433.26,4531.50,293.93,40.90,2.66,72.00,4.81,N/A,N/A,33.10,3.66,N/A,11.13,42.78,-86.11,
8330,Silver maple,43.00,8686.74,6961.10,451.53,52.10,3.38,90.80,6.07,N/A,N/A,41.80,4.62,N/A,14.07,42.78,-86.11,
8331,Silver maple,40.00,7874.47,5985.90,388.27,47.90,3.11,83.80,5.60,N/A,N/A,38.50,4.26,N/A,12.97,42.78,-86.11,
8332,Silver maple,34.30,6222.77,4340.50,281.54,40.00,2.59,70.40,4.70,N/A,N/A,32.40,3.58,N/A,10.87,42.78,-86.11,
8333,Silver maple,35.80,6671.20,4749.70,308.08,42.00,2.73,74.00,4.94,N/A,N/A,34.00,3.76,N/A,11.43,42.78,-86.11,
8334,Silver maple,26.40,3948.98,2517.60,163.30,29.50,1.91,52.50,3.51,N/A,N/A,24.20,2.67,N/A,8.10,42.78,-86.11,
8335,Silver maple,31.50,5359.38,3636.20,235.86,36.20,2.35,64.00,4.28,N/A,N/A,29.40,3.25,N/A,9.88,42.78,-86.11,
8336,Silver maple,28.00,4395.04,2847.40,184.69,31.60,2.05,56.10,3.75,N/A,N/A,25.80,2.86,N/A,8.66,42.78,-86.11,
8337,Silver maple,28.30,4481.59,2909.90,188.74,32.00,2.07,56.60,3.78,N/A,N/A,26.00,2.88,N/A,8.74,42.78,-86.11,
8338,Silver maple,28.90,4657.48,3037.00,196.99,32.70,2.12,57.90,3.87,N/A,N/A,26.60,2.94,N/A,8.93,42.78,-86.11,
8339,Silver maple,27.50,4252.83,2741.60,177.83,30.90,2.01,54.90,3.67,N/A,N/A,25.30,2.79,N/A,8.47,42.78,-86.11,
8340,Silver maple,17.90,2019.26,1118.40,72.55,18.80,1.22,33.80,2.26,N/A,N/A,15.50,1.72,N/A,5.20,42.78,-86.11,
8341,Silver maple,35.60,6611.98,4699.70,304.84,41.80,2.71,73.40,4.91,N/A,N/A,33.80,3.73,N/A,11.35,42.78,-86.11,
8342,Silver maple,41.50,8285.52,6469.60,419.65,50.00,3.24,87.40,5.84,N/A,N/A,40.20,4.45,N/A,13.53,42.78,-86.11,
8343,Silver maple,55.40,11626.68,11824.20,766.96,70.40,4.57,122.30,8.18,N/A,N/A,56.30,6.22,N/A,18.97,42.78,-86.11,
8344,Silver maple,34.70,6343.31,4451.20,288.72,40.50,2.63,71.50,4.78,N/A,N/A,32.90,3.64,N/A,11.04,42.78,-86.11,
8345,Silver maple,22.60,2994.76,1820.50,118.08,24.60,1.60,44.20,2.95,N/A,N/A,20.30,2.25,N/A,6.80,42.78,-86.11,
8346,Silver maple,39.50,7735.27,5829.50,378.12,47.20,3.06,82.30,5.50,N/A,N/A,37.90,4.19,N/A,12.75,42.78,-86.11,
8347,Silver maple,33.70,6040.64,4189.30,271.74,39.20,2.54,69.00,4.61,N/A,N/A,31.70,3.51,N/A,10.66,42.78,-86.11,
8348,Silver maple,36.70,6935.54,5002.10,324.46,43.30,2.81,75.90,5.08,N/A,N/A,34.90,3.86,N/A,11.75,42.78,-86.11,
8349,Silver maple,26.10,3868.27,2457.00,159.37,29.10,1.89,51.80,3.46,N/A,N/A,23.80,2.64,N/A,7.99,42.78,-86.11,
8350,Silver maple,2.30,32.63,15.40,1.00,1.90,0.12,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.44,42.78,-86.11,
8351,Silver maple,14.70,1484.65,740.70,48.04,15.00,0.97,31.40,2.10,N/A,N/A,14.40,1.60,N/A,4.67,42.78,-86.11,
8352,Silver maple,3.70,70.22,41.50,2.69,3.20,0.21,5.10,0.34,N/A,N/A,2.30,0.26,N/A,0.81,42.78,-86.11,
8353,Silver maple,5.80,172.55,106.20,6.89,5.30,0.34,9.90,0.66,N/A,N/A,4.60,0.51,N/A,1.51,42.78,-86.11,
8354,Silver maple,4.70,113.31,68.50,4.44,4.20,0.27,7.30,0.49,N/A,N/A,3.40,0.37,N/A,1.13,42.78,-86.11,
8355,Silver maple,19.30,2286.16,1306.70,84.76,20.50,1.33,36.70,2.45,N/A,N/A,16.90,1.87,N/A,5.65,42.77,-86.11,
8356,Silver maple,20.60,2551.98,1499.40,97.26,22.10,1.44,39.70,2.66,N/A,N/A,18.30,2.02,N/A,6.11,42.77,-86.11,
8357,Silver maple,34.60,6313.24,4424.60,287.00,40.40,2.62,71.20,4.76,N/A,N/A,32.70,3.62,N/A,11.00,42.77,-86.11,
8358,Silver maple,26.70,4030.62,2575.90,167.08,29.90,1.94,53.00,3.54,N/A,N/A,24.40,2.70,N/A,8.18,42.77,-86.11,
8359,Silver maple,29.70,4897.72,3215.20,208.55,33.80,2.19,59.90,4.00,N/A,N/A,27.50,3.05,N/A,9.24,42.77,-86.11,
8360,Silver maple,1.50,32.63,6.30,0.41,1.20,0.08,1.60,0.10,N/A,N/A,0.70,0.08,N/A,0.26,42.77,-86.11,
8361,Silver maple,25.90,3814.97,2419.00,156.91,28.80,1.87,51.40,3.43,N/A,N/A,23.60,2.61,N/A,7.92,42.77,-86.11,
8362,Silver maple,28.50,4539.81,2948.30,191.24,32.20,2.09,57.10,3.82,N/A,N/A,26.30,2.91,N/A,8.81,42.77,-86.11,
8363,Silver maple,23.80,3280.10,2024.60,131.32,26.10,1.69,46.60,3.11,N/A,N/A,21.40,2.37,N/A,7.18,42.77,-86.11,
8364,Silver maple,41.10,8176.87,6338.50,411.14,49.40,3.21,86.50,5.78,N/A,N/A,39.80,4.40,N/A,13.39,42.77,-86.11,
8365,Silver maple,47.10,9733.20,8421.30,546.24,58.10,3.77,101.50,6.79,N/A,N/A,46.70,5.17,N/A,15.72,42.77,-86.11,
8366,Silver maple,46.00,9459.65,8021.20,520.29,56.50,3.66,99.20,6.63,N/A,N/A,45.60,5.05,N/A,15.35,42.77,-86.11,
8367,Silver maple,23.60,3231.52,1990.60,129.12,25.90,1.68,46.10,3.08,N/A,N/A,21.20,2.35,N/A,7.11,42.77,-86.11,
8368,Silver maple,21.20,2680.51,1591.80,103.25,22.90,1.48,41.00,2.74,N/A,N/A,18.80,2.08,N/A,6.31,42.77,-86.11,
8369,Silver maple,24.50,3453.37,2151.60,139.56,27.00,1.75,48.10,3.22,N/A,N/A,22.10,2.45,N/A,7.42,42.77,-86.11,
8370,Silver maple,29.40,4806.86,3149.10,204.26,33.40,2.17,59.10,3.95,N/A,N/A,27.20,3.01,N/A,9.12,42.77,-86.11,
8371,Silver maple,17.70,1982.77,1092.40,70.86,18.60,1.21,33.40,2.23,N/A,N/A,15.40,1.70,N/A,5.14,42.77,-86.11,
8372,Silver maple,52.70,11043.78,10652.40,690.95,66.40,4.30,115.50,7.72,N/A,N/A,53.10,5.88,N/A,17.91,42.77,-86.11,
8373,Silver maple,38.30,7396.72,5469.40,354.76,45.50,2.95,79.70,5.33,N/A,N/A,36.60,4.05,N/A,12.33,42.77,-86.11,
8374,Silver maple,39.70,7791.08,5891.80,382.16,47.40,3.08,82.90,5.54,N/A,N/A,38.10,4.22,N/A,12.84,42.77,-86.11,
8375,Silver maple,39.00,7594.97,5681.30,368.51,46.50,3.02,81.40,5.44,N/A,N/A,37.40,4.14,N/A,12.60,42.77,-86.11,
8376,Silver maple,29.90,4958.81,3263.50,211.68,34.10,2.21,60.40,4.03,N/A,N/A,27.80,3.07,N/A,9.32,42.77,-86.11,
8377,Silver maple,32.10,5547.28,3780.30,245.20,37.00,2.40,65.30,4.36,N/A,N/A,30.00,3.32,N/A,10.08,42.77,-86.11,
8378,Silver maple,40.90,8122.28,6273.60,406.93,49.20,3.19,85.90,5.74,N/A,N/A,39.50,4.37,N/A,13.30,42.77,-86.11,
8379,Silver maple,27.70,4309.40,2782.30,180.47,31.20,2.02,55.40,3.70,N/A,N/A,25.50,2.82,N/A,8.54,42.77,-86.11,
8380,Silver maple,32.90,5795.36,3981.80,258.27,38.10,2.47,67.10,4.49,N/A,N/A,30.90,3.41,N/A,10.37,42.77,-86.11,
8381,Silver maple,19.40,2305.99,1322.00,85.75,20.60,1.34,37.10,2.48,N/A,N/A,17.10,1.89,N/A,5.71,42.77,-86.11,
8382,Silver maple,17.70,1982.77,1092.40,70.86,18.60,1.21,33.40,2.23,N/A,N/A,15.40,1.70,N/A,5.14,42.77,-86.11,
8383,Silver maple,27.40,4224.69,2718.10,176.31,30.80,2.00,54.70,3.66,N/A,N/A,25.10,2.78,N/A,8.43,42.77,-86.11,
8384,Silver maple,28.00,4395.04,2847.40,184.69,31.60,2.05,56.10,3.75,N/A,N/A,25.80,2.86,N/A,8.66,42.77,-86.11,
8385,Silver maple,24.40,3428.31,2134.00,138.42,26.90,1.74,47.90,3.20,N/A,N/A,22.00,2.44,N/A,7.39,42.77,-86.11,
8386,Silver maple,21.60,2768.24,1654.40,107.31,23.40,1.52,41.80,2.79,N/A,N/A,19.20,2.13,N/A,6.44,42.77,-86.11,
8387,Silver maple,2.00,32.63,11.60,0.75,1.60,0.11,2.30,0.15,N/A,N/A,1.10,0.12,N/A,0.38,42.77,-86.11,
8388,Silver maple,22.70,3017.97,1836.60,119.13,24.80,1.61,44.40,2.97,N/A,N/A,20.40,2.26,N/A,6.83,42.77,-86.11,
8389,Silver maple,28.10,4423.79,2864.70,185.81,31.70,2.05,56.10,3.75,N/A,N/A,25.80,2.86,N/A,8.66,42.78,-86.11,
8390,Silver maple,59.00,12354.31,13227.70,858.00,22.00,1.43,131.20,8.77,N/A,N/A,60.30,6.67,N/A,16.87,42.78,-86.11,
8391,Silver maple,39.40,7707.30,5804.50,376.50,47.10,3.05,82.30,5.50,N/A,N/A,37.90,4.19,N/A,12.74,42.78,-86.11,
8392,Silver maple,38.40,7425.17,5499.40,356.71,45.60,2.96,80.00,5.34,N/A,N/A,36.80,4.07,N/A,12.37,42.78,-86.12,
8393,Silver maple,28.40,4510.65,2927.30,189.88,32.10,2.08,56.90,3.80,N/A,N/A,26.20,2.89,N/A,8.77,42.78,-86.12,
8394,Silver maple,22.00,2857.62,1720.70,111.61,23.90,1.55,42.70,2.85,N/A,N/A,19.60,2.17,N/A,6.57,42.78,-86.12,
8395,Silver maple,29.40,4806.86,3149.10,204.26,33.40,2.17,59.40,3.97,N/A,N/A,27.30,3.02,N/A,9.15,42.78,-86.12,
8396,Silver maple,22.10,2880.22,1736.30,112.62,24.00,1.56,43.10,2.88,N/A,N/A,19.80,2.19,N/A,6.63,42.78,-86.12,
8397,Silver maple,36.40,6847.82,4917.10,318.94,42.90,2.78,75.40,5.04,N/A,N/A,34.70,3.83,N/A,11.65,42.78,-86.12,
8398,Silver maple,15.60,1624.40,839.30,54.44,16.10,1.04,28.90,1.93,N/A,N/A,13.30,1.47,N/A,4.44,42.78,-86.12,
8399,Silver maple,31.10,5233.25,3541.90,229.74,35.70,2.31,63.20,4.22,N/A,N/A,29.10,3.21,N/A,9.75,42.78,-86.12,
8400,Silver maple,30.50,5042.73,3399.10,220.48,34.90,2.26,61.60,4.12,N/A,N/A,28.30,3.14,N/A,9.52,42.78,-86.12,
8401,Silver maple,29.10,4716.92,3083.80,200.03,33.00,2.14,58.60,3.92,N/A,N/A,27.00,2.98,N/A,9.04,42.78,-86.12,
8402,Silver maple,27.10,4140.90,2658.00,172.41,30.40,1.97,54.00,3.61,N/A,N/A,24.80,2.75,N/A,8.32,42.78,-86.12,
8403,Silver maple,29.90,4958.81,3263.50,211.68,34.10,2.21,60.40,4.03,N/A,N/A,27.80,3.07,N/A,9.32,42.78,-86.12,
8404,Silver maple,37.00,7022.86,5087.90,330.02,43.70,2.83,76.80,5.13,N/A,N/A,35.30,3.91,N/A,11.87,42.78,-86.12,
8405,Silver maple,34.90,6403.32,4504.60,292.19,40.80,2.65,71.70,4.79,N/A,N/A,33.00,3.65,N/A,11.09,42.78,-86.12,
8406,Silver maple,27.80,4337.85,2802.80,181.80,31.30,2.03,55.60,3.72,N/A,N/A,25.60,2.83,N/A,8.58,42.78,-86.12,
